,N_customers,vaccination_prop,len_shoplist,basic_compliance,vision,run,n_problematic_contacts,n_problematic_contacts_mean,n_problematic_contacts_mean_100
0,57,0.21240234375,18,0.22900390625,6,0,9,6.976047904191617,6.802992518703242
1,129,0.21240234375,18,0.22900390625,6,1,46,38.34730538922156,36.84039900249377
2,57,0.53076171875,18,0.22900390625,6,2,7,2.9620758483033933,3.057356608478803
3,57,0.21240234375,13,0.22900390625,6,3,5,5.552894211576846,5.394014962593516
4,57,0.21240234375,18,0.11083984375,6,4,12,7.83433133732535,7.897755610972569
5,57,0.21240234375,18,0.22900390625,4,5,7,5.970059880239521,5.885286783042394
6,129,0.53076171875,13,0.11083984375,4,6,10,11.235528942115769,10.24937655860349
7,127,0.71240234375,8,0.72900390625,4,7,5,6.2155688622754495,6.476309226932669
8,59,0.71240234375,8,0.72900390625,4,8,0,0.8303393213572854,0.8802992518703242
9,127,0.03076171875,8,0.72900390625,4,9,36,29.922155688622755,30.361596009975063
10,127,0.71240234375,3,0.72900390625,4,10,2,5.5489021956087825,6.236907730673317
11,127,0.71240234375,8,0.61083984375,4,11,2,4.225548902195609,4.6259351620947635
12,127,0.71240234375,8,0.72900390625,6,12,2,3.5988023952095807,3.0598503740648377
13,59,0.03076171875,3,0.61083984375,6,13,7,6.620758483033932,6.850374064837905
14,92,0.46240234375,13,0.47900390625,3,14,10,6.92814371257485,6.802992518703242
15,24,0.46240234375,13,0.47900390625,3,15,0,0.19760479041916168,0.22443890274314215
16,92,0.78076171875,13,0.47900390625,3,16,0,0.8183632734530938,0.7905236907730673
17,92,0.46240234375,8,0.47900390625,3,17,8,5.027944111776447,5.239401496259352
18,92,0.46240234375,13,0.86083984375,3,18,10,6.518962075848304,6.678304239401497
19,,,,,,,,,
20,,,,,,,,,
21,,,,,,,,,
22,,,,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
26,,,,,,,,,
27,,,,,,,,,
28,,,,,,,,,
29,,,,,,,,,
30,,,,,,,,,
31,,,,,,,,,
32,,,,,,,,,
33,,,,,,,,,
34,,,,,,,,,
35,,,,,,,,,
36,,,,,,,,,
37,,,,,,,,,
38,,,,,,,,,
39,,,,,,,,,
40,,,,,,,,,
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,,,,,,,,,
52,,,,,,,,,
53,,,,,,,,,
54,,,,,,,,,
55,,,,,,,,,
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,,,,,,,,,
61,,,,,,,,,
62,,,,,,,,,
63,,,,,,,,,
64,,,,,,,,,
65,,,,,,,,,
66,,,,,,,,,
67,,,,,,,,,
68,,,,,,,,,
69,,,,,,,,,
70,,,,,,,,,
71,,,,,,,,,
72,,,,,,,,,
73,,,,,,,,,
74,,,,,,,,,
75,,,,,,,,,
76,,,,,,,,,
77,,,,,,,,,
78,,,,,,,,,
79,,,,,,,,,
80,,,,,,,,,
81,,,,,,,,,
82,,,,,,,,,
83,,,,,,,,,
84,,,,,,,,,
85,,,,,,,,,
86,,,,,,,,,
87,,,,,,,,,
88,,,,,,,,,
89,,,,,,,,,
90,,,,,,,,,
91,,,,,,,,,
92,,,,,,,,,
93,,,,,,,,,
94,,,,,,,,,
95,,,,,,,,,
96,,,,,,,,,
97,,,,,,,,,
98,,,,,,,,,
99,,,,,,,,,
100,,,,,,,,,
101,,,,,,,,,
102,,,,,,,,,
103,,,,,,,,,
104,,,,,,,,,
105,,,,,,,,,
106,,,,,,,,,
107,,,,,,,,,
108,,,,,,,,,
109,,,,,,,,,
110,,,,,,,,,
111,,,,,,,,,
112,,,,,,,,,
113,,,,,,,,,
114,,,,,,,,,
115,,,,,,,,,
116,,,,,,,,,
117,,,,,,,,,
118,,,,,,,,,
119,,,,,,,,,
120,,,,,,,,,
121,,,,,,,,,
122,,,,,,,,,
123,,,,,,,,,
124,,,,,,,,,
125,,,,,,,,,
126,,,,,,,,,
127,,,,,,,,,
128,,,,,,,,,
129,,,,,,,,,
130,,,,,,,,,
131,,,,,,,,,
132,,,,,,,,,
133,,,,,,,,,
134,,,,,,,,,
135,,,,,,,,,
136,,,,,,,,,
137,,,,,,,,,
138,,,,,,,,,
139,,,,,,,,,
140,,,,,,,,,
141,,,,,,,,,
142,,,,,,,,,
143,,,,,,,,,
144,,,,,,,,,
145,,,,,,,,,
146,,,,,,,,,
147,,,,,,,,,
148,,,,,,,,,
149,,,,,,,,,
150,,,,,,,,,
151,,,,,,,,,
152,,,,,,,,,
153,,,,,,,,,
154,,,,,,,,,
155,,,,,,,,,
156,,,,,,,,,
157,,,,,,,,,
158,,,,,,,,,
159,,,,,,,,,
160,,,,,,,,,
161,,,,,,,,,
162,,,,,,,,,
163,,,,,,,,,
164,,,,,,,,,
165,,,,,,,,,
166,,,,,,,,,
167,,,,,,,,,
168,,,,,,,,,
169,,,,,,,,,
170,,,,,,,,,
171,,,,,,,,,
172,,,,,,,,,
173,,,,,,,,,
174,,,,,,,,,
175,,,,,,,,,
176,,,,,,,,,
177,,,,,,,,,
178,,,,,,,,,
179,,,,,,,,,
180,,,,,,,,,
181,,,,,,,,,
182,,,,,,,,,
183,,,,,,,,,
184,,,,,,,,,
185,,,,,,,,,
186,,,,,,,,,
187,,,,,,,,,
188,,,,,,,,,
189,,,,,,,,,
190,,,,,,,,,
191,,,,,,,,,
192,,,,,,,,,
193,,,,,,,,,
194,,,,,,,,,
195,,,,,,,,,
196,,,,,,,,,
197,,,,,,,,,
198,,,,,,,,,
199,,,,,,,,,
200,,,,,,,,,
