,n_problematic_contacts
0,0
1,1
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,1
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,1
27,1
28,0
29,0
30,0
31,0
32,0
33,1
34,2
35,1
36,2
37,2
38,2
39,2
40,2
41,2
42,3
43,3
44,3
45,3
46,2
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,2
56,2
57,2
58,1
59,1
60,1
61,1
62,2
63,3
64,2
65,2
66,1
67,1
68,1
69,1
70,1
71,1
72,2
73,2
74,2
75,2
76,3
77,2
78,1
79,1
80,1
81,1
82,1
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,1
118,1
119,1
120,1
121,3
122,2
123,2
124,1
125,2
126,2
127,1
128,1
129,1
130,1
131,2
132,1
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,0
142,0
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,2
152,1
153,1
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,1
166,1
167,1
168,0
169,1
170,1
171,0
172,1
173,1
174,1
175,1
176,1
177,1
178,2
179,3
180,1
181,1
182,2
183,1
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,1
199,3
200,3
201,3
202,2
203,2
204,1
205,1
206,1
207,1
208,0
209,0
210,0
211,1
212,0
213,0
214,0
215,2
216,2
217,1
218,1
219,1
220,1
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,1
231,2
232,1
233,1
234,1
235,1
236,3
237,3
238,2
239,3
240,2
241,2
242,2
243,2
244,1
245,1
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,1
256,1
257,1
258,1
259,2
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,1
272,1
273,1
274,1
275,0
276,0
277,0
278,0
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,1
288,0
289,0
290,0
291,0
292,0
293,0
294,1
295,1
296,0
297,0
298,0
299,0
300,0
301,0
302,1
303,1
304,1
305,0
306,0
307,0
308,0
309,1
310,1
311,1
312,0
313,0
314,0
315,0
316,0
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,2
348,2
349,2
350,2
351,2
352,4
353,4
354,4
355,3
356,2
357,2
358,2
359,2
360,3
361,2
362,2
363,2
364,1
365,1
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,1
376,0
377,0
378,1
379,1
380,1
381,0
382,0
383,0
384,0
385,1
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,1
396,2
397,2
398,2
399,0
400,0
401,0
402,0
403,0
404,0
405,1
406,1
407,1
408,1
409,1
410,2
411,2
412,1
413,1
414,2
415,1
416,0
417,1
418,2
419,3
420,4
421,1
422,1
423,2
424,2
425,2
426,3
427,3
428,2
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,1
451,1
452,0
453,1
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,1
463,1
464,1
465,0
466,0
467,0
468,0
469,0
470,0
471,1
472,0
473,0
474,0
475,1
476,0
477,0
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,0
486,1
487,2
488,1
489,1
490,0
491,0
492,0
493,2
494,1
495,1
496,1
497,1
498,1
499,0
500,0
