,n_problematic_contacts
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,2
20,2
21,2
22,2
23,3
24,2
25,2
26,1
27,1
28,0
29,1
30,1
31,2
32,1
33,1
34,1
35,1
36,1
37,1
38,0
39,0
40,0
41,0
42,1
43,1
44,1
45,1
46,1
47,3
48,2
49,2
50,2
51,1
52,2
53,2
54,2
55,1
56,2
57,2
58,2
59,1
60,2
61,1
62,2
63,3
64,3
65,3
66,3
67,1
68,1
69,1
70,2
71,2
72,2
73,2
74,2
75,3
76,2
77,2
78,1
79,1
80,2
81,2
82,2
83,3
84,3
85,2
86,3
87,4
88,5
89,4
90,4
91,3
92,3
93,2
94,1
95,1
96,2
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,2
109,1
110,2
111,2
112,2
113,1
114,2
115,2
116,3
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,2
125,1
126,2
127,1
128,1
129,0
130,1
131,1
132,2
133,3
134,2
135,1
136,1
137,0
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,0
146,0
147,0
148,0
149,0
150,1
151,1
152,1
153,1
154,0
155,0
156,0
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,1
165,1
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,1
175,1
176,2
177,1
178,1
179,0
180,0
181,0
182,1
183,1
184,2
185,1
186,0
187,0
188,0
189,0
190,1
191,2
192,2
193,2
194,3
195,3
196,3
197,2
198,2
199,1
200,1
201,0
202,0
203,1
204,0
205,1
206,2
207,1
208,1
209,1
210,1
211,1
212,1
213,2
214,1
215,1
216,2
217,2
218,1
219,2
220,3
221,1
222,1
223,0
224,2
225,1
226,3
227,3
228,3
229,3
230,3
231,2
232,1
233,1
234,1
235,1
236,2
237,1
238,1
239,0
240,0
241,0
242,0
243,1
244,1
245,1
246,0
247,1
248,1
249,1
250,0
251,0
252,0
253,0
254,0
255,1
256,1
257,1
258,1
259,1
260,0
261,0
262,0
263,0
264,1
265,1
266,1
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,1
275,2
276,1
277,1
278,1
279,1
280,0
281,0
282,0
283,0
284,0
285,0
286,1
287,0
288,0
289,1
290,1
291,1
292,1
293,0
294,0
295,1
296,1
297,1
298,1
299,1
300,0
301,0
302,0
303,0
304,0
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,0
315,0
316,1
317,2
318,2
319,2
320,1
321,1
322,1
323,1
324,0
325,1
326,1
327,1
328,0
329,0
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,2
342,0
343,0
344,1
345,1
346,1
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,1
358,1
359,1
360,0
361,1
362,1
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,1
384,1
385,1
386,1
387,2
388,2
389,3
390,1
391,1
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,1
404,0
405,0
406,1
407,1
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,1
428,0
429,0
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,1
449,0
450,1
451,1
452,1
453,1
454,1
455,1
456,0
457,0
458,0
459,2
460,2
461,2
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,1
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,0
497,0
498,0
499,0
500,0
